,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,ocean_proximity_encoded
3711,13.0,4859.0,1293.0,3351.0,1200.0,3.6875,211900.0,<1H OCEAN,4
3712,37.0,934.0,231.0,587.0,230.0,3.625,181300.0,<1H OCEAN,4
3713,30.0,2392.0,655.0,1987.0,609.0,2.8424,226400.0,<1H OCEAN,4
3714,35.0,2180.0,599.0,1483.0,574.0,3.0395,191300.0,<1H OCEAN,4
3715,39.0,1169.0,242.0,612.0,247.0,4.1429,200000.0,<1H OCEAN,4
3716,32.0,2734.0,654.0,2209.0,610.0,3.5164,217200.0,<1H OCEAN,4
3717,24.0,3148.0,908.0,2850.0,839.0,1.9549,221500.0,<1H OCEAN,4
3718,42.0,779.0,145.0,450.0,148.0,3.9792,193800.0,<1H OCEAN,4
3719,34.0,2622.0,572.0,1997.0,573.0,3.338,222500.0,<1H OCEAN,4
3720,27.0,3201.0,970.0,3403.0,948.0,2.2377,231700.0,<1H OCEAN,4
3721,28.0,3386.0,768.650469759352,2240.0,737.0,3.0221,290100.0,<1H OCEAN,4
3722,33.0,3353.0,790.0,2318.0,775.0,2.2589,269700.0,<1H OCEAN,4
3723,33.0,3285.0,830.0,2281.0,786.0,2.6165,230800.0,<1H OCEAN,4
3724,27.0,3760.0,880.0,2022.0,812.0,3.1551,225600.0,<1H OCEAN,4
3725,31.0,2887.0,646.0,1626.0,637.0,3.6745,335500.0,<1H OCEAN,4
3726,30.0,1323.0,353.0,856.0,333.0,3.3594,202200.0,<1H OCEAN,4
3727,33.0,2717.0,662.0,1546.0,597.0,3.9099,267500.0,<1H OCEAN,4
3728,31.0,2417.0,510.0,1102.0,507.0,3.8906,282200.0,<1H OCEAN,4
3729,40.0,1013.0,150.0,449.0,166.0,5.7143,382400.0,<1H OCEAN,4
3730,45.0,1106.0,225.0,595.0,228.0,3.6625,190700.0,<1H OCEAN,4
3731,43.0,1840.0,356.0,966.0,323.0,4.7171,237900.0,<1H OCEAN,4
3732,30.0,2008.0,513.0,1052.0,496.0,3.0119,262200.0,<1H OCEAN,4
3733,37.0,1993.0,425.0,939.0,400.0,2.8021,224600.0,<1H OCEAN,4
3734,30.0,521.0,126.0,306.0,129.0,4.1125,216700.0,<1H OCEAN,4
3735,35.0,1631.0,356.0,862.0,368.0,3.6007,261800.0,<1H OCEAN,4
3736,32.0,3724.0,899.0,1912.0,791.0,3.5711,312700.0,<1H OCEAN,4
3737,27.0,3588.0,911.0,1891.0,871.0,3.4013,286000.0,<1H OCEAN,4
3738,25.0,3794.0,989.0,2454.0,876.0,2.9982,204200.0,<1H OCEAN,4
3739,42.0,1957.0,389.0,985.0,414.0,2.9327,240200.0,<1H OCEAN,4
3740,26.0,3345.0,818.0,1599.0,773.0,3.3516,241500.0,<1H OCEAN,4
3741,44.0,477.0,91.0,220.0,112.0,3.3906,223800.0,<1H OCEAN,4
3742,36.0,904.0,191.0,627.0,191.0,2.4167,192900.0,<1H OCEAN,4
3743,45.0,1176.0,250.0,471.0,228.0,2.3333,364700.0,<1H OCEAN,4
3744,35.0,1354.0,284.0,501.0,262.0,3.8056,384700.0,<1H OCEAN,4
3745,34.0,2638.0,580.0,1150.0,551.0,4.2989,364700.0,<1H OCEAN,4
3746,32.0,3060.0,505.0,1159.0,510.0,6.3703,465800.0,<1H OCEAN,4
3747,35.0,2027.0,428.0,879.0,402.0,4.692,330900.0,<1H OCEAN,4
3748,42.0,1308.0,289.0,950.0,302.0,2.7379,181500.0,<1H OCEAN,4
3749,40.0,2079.0,568.0,1396.0,526.0,3.0061,190800.0,<1H OCEAN,4
3750,27.0,4834.0,1527.0,3847.0,1432.0,2.1449,165300.0,<1H OCEAN,4
3751,24.0,1983.0,651.0,2251.0,574.0,2.4792,200000.0,<1H OCEAN,4
3752,33.0,1588.0,454.0,739.0,392.0,2.8208,238500.0,<1H OCEAN,4
3753,40.0,1696.0,372.0,835.0,385.0,3.6563,222400.0,<1H OCEAN,4
3754,36.0,1608.0,373.0,1217.0,374.0,2.9728,190200.0,<1H OCEAN,4
3755,42.0,1140.0,300.0,643.0,252.0,3.3958,178400.0,<1H OCEAN,4
3756,44.0,901.0,179.0,473.0,179.0,3.3125,186400.0,<1H OCEAN,4
3757,30.0,977.0,264.0,736.0,258.0,1.9866,177400.0,<1H OCEAN,4
3758,35.0,2949.0,794.0,2106.0,746.0,2.9228,177300.0,<1H OCEAN,4
3759,32.0,3553.0,1060.0,3129.0,1010.0,2.5603,174200.0,<1H OCEAN,4
3760,31.0,1109.0,354.0,1119.0,334.0,2.3056,200000.0,<1H OCEAN,4
3761,31.0,1939.0,505.0,1584.0,466.0,2.5234,199500.0,<1H OCEAN,4
3762,42.0,1713.0,416.0,1349.0,427.0,3.2596,191800.0,<1H OCEAN,4
3763,35.0,2785.0,663.0,1631.0,614.0,3.9038,276100.0,<1H OCEAN,4
3764,27.0,3277.0,648.0,1382.0,615.0,3.875,366100.0,<1H OCEAN,4
3765,35.0,1975.0,384.0,882.0,406.0,4.375,291700.0,<1H OCEAN,4
3766,32.0,3202.0,696.0,1573.0,621.0,3.4449,292900.0,<1H OCEAN,4
3767,35.0,2922.0,507.0,1130.0,485.0,5.451,341800.0,<1H OCEAN,4
3768,37.0,1982.0,331.0,794.0,340.0,5.9275,336900.0,<1H OCEAN,4
3769,34.0,2459.0,489.0,1139.0,463.0,4.0347,353600.0,<1H OCEAN,4
3770,41.0,2050.0,478.0,850.0,490.0,3.4208,343400.0,<1H OCEAN,4
3771,40.0,1134.0,184.0,452.0,187.0,4.569,333900.0,<1H OCEAN,4
3772,27.0,2795.0,602.0,1073.0,535.0,5.1496,365000.0,<1H OCEAN,4
3773,31.0,2235.0,363.0,914.0,370.0,6.1359,359700.0,<1H OCEAN,4
3774,28.0,4664.0,1040.0,1963.0,961.0,3.9028,367900.0,<1H OCEAN,4
3775,14.0,577.0,150.0,372.0,130.0,4.1875,275000.0,<1H OCEAN,4
3776,25.0,2769.0,566.0,1201.0,545.0,3.6641,386100.0,<1H OCEAN,4
3777,24.0,4443.0,1283.0,2421.0,1180.0,2.2652,269200.0,<1H OCEAN,4
3778,24.0,6347.0,1588.2367436279105,2945.0,1492.0,3.3545,221500.0,<1H OCEAN,4
3779,28.0,2790.0,748.0,1351.0,697.0,3.2052,283600.0,<1H OCEAN,4
3780,26.0,6429.0,1611.0,2806.0,1491.0,3.1929,265200.0,<1H OCEAN,4
3781,46.0,1582.0,279.0,603.0,283.0,5.1169,414300.0,<1H OCEAN,4
3782,37.0,1388.0,286.0,547.0,258.0,5.1584,444700.0,<1H OCEAN,4
3783,30.0,2016.0,622.0,1359.0,557.0,2.7708,192300.0,<1H OCEAN,4
3784,46.0,2609.0,593.0,1055.0,585.0,3.3177,309400.0,<1H OCEAN,4
3785,31.0,2197.0,501.0,944.0,474.0,3.7312,319400.0,<1H OCEAN,4
3786,44.0,2295.0,560.0,1543.0,528.0,2.3851,194100.0,<1H OCEAN,4
3787,15.0,3327.0,1011.0,2683.0,857.0,2.3784,185400.0,<1H OCEAN,4
3788,42.0,600.0,171.0,377.0,181.0,2.4107,184400.0,<1H OCEAN,4
3789,10.0,1431.0,473.0,1438.0,429.0,2.2756,221400.0,<1H OCEAN,4
3790,6.0,854.0,350.0,542.0,321.0,0.8198,325000.0,<1H OCEAN,4
3791,6.0,6526.0,2007.0,3298.0,1790.0,2.7231,250000.0,<1H OCEAN,4
3792,10.0,2606.0,748.0,1373.0,680.0,3.6128,225000.0,<1H OCEAN,4
3793,25.0,2450.0,618.0,1054.0,578.0,3.6375,262500.0,<1H OCEAN,4
3794,40.0,1973.0,382.0,774.0,352.0,4.4122,282300.0,<1H OCEAN,4
3795,43.0,2850.0,709.0,1510.0,670.0,2.4835,274300.0,<1H OCEAN,4
3796,32.0,2455.0,556.0,989.0,493.0,4.0764,325000.0,<1H OCEAN,4
3797,17.0,4150.0,1148.0,1808.0,1041.0,3.5051,232400.0,<1H OCEAN,4
3798,11.0,2901.0,871.0,1659.0,789.0,3.1106,209400.0,<1H OCEAN,4
3799,45.0,1755.0,335.0,822.0,342.0,5.1423,322900.0,<1H OCEAN,4
3800,42.0,2304.0,442.0,862.0,429.0,4.3542,417900.0,<1H OCEAN,4
3801,35.0,2245.0,393.0,783.0,402.0,4.1544,500001.0,<1H OCEAN,4
3802,20.0,4090.0,1271.0,2824.0,1053.0,2.773,140500.0,<1H OCEAN,4
3803,26.0,2867.0,671.0,1955.0,640.0,4.125,226500.0,<1H OCEAN,4
3804,28.0,1732.0,435.0,1198.0,417.0,2.9219,241300.0,<1H OCEAN,4
3805,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,221200.0,<1H OCEAN,4
3806,30.0,2331.0,733.0,2172.0,707.0,2.1888,195600.0,<1H OCEAN,4
3807,19.0,3666.0,1150.0,2657.0,1090.0,2.9688,202100.0,<1H OCEAN,4
3808,13.0,2926.0,816.0,1867.0,802.0,3.5255,202700.0,<1H OCEAN,4
3809,7.0,2081.0,657.0,1456.0,535.0,3.5,186900.0,<1H OCEAN,4
3810,34.0,2512.0,603.0,1805.0,584.0,2.9735,220000.0,<1H OCEAN,4
3811,20.0,3939.0,1143.0,2475.0,1002.0,2.9025,229100.0,<1H OCEAN,4
3812,25.0,2879.0,723.0,2077.0,649.0,3.3864,197400.0,<1H OCEAN,4
3813,26.0,2027.0,559.0,1545.0,513.0,2.8974,189900.0,<1H OCEAN,4
3814,22.0,3430.0,1214.0,3618.0,1092.0,2.1974,93800.0,<1H OCEAN,4
3815,25.0,1131.0,449.0,746.0,420.0,1.3565,225000.0,<1H OCEAN,4
3816,23.0,2087.0,571.0,1809.0,553.0,3.1667,202000.0,<1H OCEAN,4
3817,35.0,1109.0,206.0,515.0,202.0,5.2118,215800.0,<1H OCEAN,4
3818,34.0,1617.0,344.0,938.0,305.0,3.915,217700.0,<1H OCEAN,4
3819,12.0,3831.0,1083.0,2258.0,967.0,2.4375,255400.0,<1H OCEAN,4
3820,23.0,2850.0,864.0,2249.0,777.0,2.6957,191700.0,<1H OCEAN,4
3821,20.0,5699.0,1594.0,3809.0,1381.0,2.8646,221100.0,<1H OCEAN,4
3822,36.0,2058.0,423.0,1132.0,423.0,3.8833,210400.0,<1H OCEAN,4
3823,25.0,4590.0,1477.0,2723.0,1195.0,2.7118,281700.0,<1H OCEAN,4
3824,33.0,3879.0,943.0,2113.0,843.0,3.892,292900.0,<1H OCEAN,4
3825,27.0,1572.0,450.0,1039.0,455.0,2.5562,190500.0,<1H OCEAN,4
3826,18.0,2729.0,800.0,2099.0,742.0,2.5842,230800.0,<1H OCEAN,4
3827,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,205600.0,<1H OCEAN,4
3828,37.0,1073.0,254.0,739.0,253.0,2.4667,192200.0,<1H OCEAN,4
3829,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,233500.0,<1H OCEAN,4
3830,35.0,1491.0,295.0,779.0,309.0,6.1142,256300.0,<1H OCEAN,4
3831,29.0,3051.0,694.0,1942.0,679.0,3.1118,238100.0,<1H OCEAN,4
3832,36.0,2698.0,623.0,1544.0,554.0,2.7375,234900.0,<1H OCEAN,4
3833,35.0,1717.0,478.0,1628.0,495.0,2.5197,225600.0,<1H OCEAN,4
3834,17.0,2934.0,950.0,2517.0,889.0,2.936,232500.0,<1H OCEAN,4
3835,27.0,3440.0,739.0,1827.0,712.0,4.125,245500.0,<1H OCEAN,4
3836,37.0,1516.0,344.0,983.0,347.0,5.0,243600.0,<1H OCEAN,4
3837,19.0,3487.0,959.0,2278.0,835.0,2.6709,215500.0,<1H OCEAN,4
3838,29.0,1599.0,459.0,1143.0,438.0,2.4583,199100.0,<1H OCEAN,4
3839,22.0,2052.0,568.0,1254.0,572.0,2.6364,271100.0,<1H OCEAN,4
3840,36.0,2077.0,496.0,1206.0,528.0,2.2326,221000.0,<1H OCEAN,4
3841,11.0,2891.0,951.0,2166.0,768.0,2.891,178100.0,<1H OCEAN,4
3842,17.0,1546.0,592.0,2423.0,556.0,2.1977,154200.0,<1H OCEAN,4
3843,11.0,2479.0,900.0,2466.0,855.0,2.2264,181300.0,<1H OCEAN,4
3844,22.0,2516.0,826.0,3350.0,713.0,2.0192,158300.0,<1H OCEAN,4
3845,27.0,2582.0,719.0,2038.0,718.0,3.0877,174200.0,<1H OCEAN,4
3846,41.0,1104.0,196.0,495.0,196.0,5.0929,225000.0,<1H OCEAN,4
3847,39.0,1810.0,388.0,839.0,380.0,3.7171,228800.0,<1H OCEAN,4
3848,34.0,1843.0,442.0,861.0,417.0,3.6875,246400.0,<1H OCEAN,4
3849,33.0,1791.0,386.0,844.0,397.0,4.5081,251400.0,<1H OCEAN,4
3850,35.0,1819.0,465.0,1336.0,419.0,3.4583,253200.0,<1H OCEAN,4
3851,35.0,972.0,270.0,550.0,256.0,2.2461,215000.0,<1H OCEAN,4
3852,25.0,4966.0,1134.0,1941.0,958.0,3.8081,286700.0,<1H OCEAN,4
3853,33.0,2077.0,486.0,1021.0,450.0,3.6019,225000.0,<1H OCEAN,4
3854,25.0,3830.0,1105.0,2328.0,1017.0,2.6238,210000.0,<1H OCEAN,4
3855,33.0,2127.0,414.0,1056.0,391.0,4.375,286100.0,<1H OCEAN,4
3856,33.0,1679.0,404.0,933.0,412.0,2.6979,266000.0,<1H OCEAN,4
3857,34.0,2180.0,424.0,906.0,429.0,4.4464,353100.0,<1H OCEAN,4
3858,42.0,777.0,102.0,284.0,113.0,11.2093,500001.0,<1H OCEAN,4
3859,29.0,2685.0,642.0,1085.0,599.0,3.2763,279400.0,<1H OCEAN,4
3860,34.0,2622.0,467.0,1233.0,476.0,4.0474,379700.0,<1H OCEAN,4
3861,35.0,3080.0,642.0,1362.0,623.0,4.1218,328500.0,<1H OCEAN,4
3862,33.0,1616.0,322.0,580.0,311.0,4.0391,337500.0,<1H OCEAN,4
3863,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,272600.0,<1H OCEAN,4
3864,21.0,2152.0,527.0,996.0,470.0,3.2386,277300.0,<1H OCEAN,4
3865,33.0,3100.0,687.0,1388.0,658.0,4.3333,261300.0,<1H OCEAN,4
3866,24.0,2814.0,675.0,1463.0,620.0,4.1875,309300.0,<1H OCEAN,4
3867,22.0,6707.0,1737.0,2620.0,1610.0,3.1478,273700.0,<1H OCEAN,4
3868,33.0,2544.0,500.0,1035.0,492.0,4.475,314800.0,<1H OCEAN,4
3869,28.0,2795.0,622.0,1173.0,545.0,4.4423,280400.0,<1H OCEAN,4
3870,26.0,2548.0,647.0,1098.0,540.0,4.3839,299100.0,<1H OCEAN,4
3871,22.0,6064.0,1826.0,4876.0,1697.0,2.875,227100.0,<1H OCEAN,4
3872,32.0,2593.0,566.0,1596.0,547.0,3.9886,199200.0,<1H OCEAN,4
3873,35.0,1664.0,300.0,1000.0,309.0,4.6731,224100.0,<1H OCEAN,4
3874,37.0,1600.0,349.0,1012.0,366.0,4.1597,201600.0,<1H OCEAN,4
3875,33.0,2205.0,453.0,1242.0,419.0,4.1319,203700.0,<1H OCEAN,4
3876,36.0,2794.0,523.0,1334.0,472.0,4.3462,222100.0,<1H OCEAN,4
3877,36.0,1254.0,229.0,629.0,245.0,4.9643,236100.0,<1H OCEAN,4
3878,36.0,1656.0,310.0,817.0,308.0,5.5675,215900.0,<1H OCEAN,4
3879,36.0,1952.0,387.0,1156.0,392.0,4.185,209200.0,<1H OCEAN,4
3880,36.0,2396.0,421.0,1064.0,398.0,4.7,223600.0,<1H OCEAN,4
3881,36.0,1493.0,285.0,766.0,272.0,4.8646,213200.0,<1H OCEAN,4
3882,35.0,1275.0,222.0,959.0,226.0,5.0282,195400.0,<1H OCEAN,4
3883,35.0,1620.0,272.0,1052.0,248.0,5.5209,203300.0,<1H OCEAN,4
3884,36.0,2394.0,424.0,1490.0,427.0,4.3261,206700.0,<1H OCEAN,4
3885,34.0,1663.0,299.0,762.0,282.0,5.1265,211000.0,<1H OCEAN,4
3886,29.0,4101.0,849.0,2630.0,867.0,4.6607,199800.0,<1H OCEAN,4
3887,18.0,3124.0,796.0,1855.0,725.0,2.9389,213200.0,<1H OCEAN,4
3888,35.0,2592.0,490.0,1427.0,434.0,5.0623,246400.0,<1H OCEAN,4
3889,35.0,1843.0,329.0,1041.0,317.0,4.4271,205100.0,<1H OCEAN,4
3890,36.0,1286.0,242.0,788.0,248.0,3.5333,196800.0,<1H OCEAN,4
3891,34.0,1599.0,294.0,819.0,306.0,4.3194,197000.0,<1H OCEAN,4
3892,33.0,3910.0,838.0,2097.0,810.0,3.8247,208700.0,<1H OCEAN,4
3893,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,189800.0,<1H OCEAN,4
3894,35.0,2891.0,594.0,1757.0,581.0,4.3571,199800.0,<1H OCEAN,4
3895,33.0,3270.0,818.0,2118.0,763.0,3.225,205300.0,<1H OCEAN,4
3896,35.0,1668.0,332.0,807.0,311.0,4.5125,200300.0,<1H OCEAN,4
3897,35.0,1614.0,308.0,850.0,330.0,4.1806,209000.0,<1H OCEAN,4
3898,37.0,2066.0,434.0,1031.0,414.0,4.0924,188400.0,<1H OCEAN,4
3899,36.0,1328.0,287.0,823.0,273.0,4.5648,193700.0,<1H OCEAN,4
3900,42.0,1558.0,322.0,884.0,334.0,2.2304,203800.0,<1H OCEAN,4
3901,33.0,2327.0,479.0,1166.0,472.0,4.2344,262500.0,<1H OCEAN,4
3902,34.0,2871.0,581.0,1350.0,535.0,3.7049,227500.0,<1H OCEAN,4
3903,35.0,2537.0,418.0,1161.0,421.0,5.3028,229200.0,<1H OCEAN,4
3904,38.0,2182.0,409.0,1141.0,379.0,4.2865,221100.0,<1H OCEAN,4
3905,18.0,4249.0,933.0,2047.0,909.0,4.1304,229100.0,<1H OCEAN,4
3906,35.0,2720.0,490.0,1158.0,445.0,5.0796,228300.0,<1H OCEAN,4
3907,26.0,2156.0,509.0,1142.0,470.0,4.0,224700.0,<1H OCEAN,4
3908,19.0,4315.0,1304.0,2490.0,1222.0,2.6437,195000.0,<1H OCEAN,4
3909,37.0,1795.0,346.0,1082.0,354.0,4.9102,207200.0,<1H OCEAN,4
3910,26.0,2221.0,662.0,1998.0,603.0,2.8701,191100.0,<1H OCEAN,4
3911,21.0,2549.0,651.0,1624.0,628.0,3.6905,179800.0,<1H OCEAN,4
3912,18.0,5862.0,1358.0638847403116,3161.0,1280.0,3.1106,170600.0,<1H OCEAN,4
3913,31.0,1963.0,420.0,1494.0,415.0,3.5313,211800.0,<1H OCEAN,4
3914,42.0,881.0,170.0,464.0,163.0,2.9511,203900.0,<1H OCEAN,4
3915,37.0,1560.0,275.0,763.0,284.0,3.8516,206900.0,<1H OCEAN,4
3916,37.0,1892.0,347.0,1039.0,343.0,4.8295,212100.0,<1H OCEAN,4
3917,32.0,2618.0,692.0,1961.0,633.0,2.625,192300.0,<1H OCEAN,4
3918,34.0,2307.0,388.0,1168.0,427.0,4.2143,245400.0,<1H OCEAN,4
3919,26.0,4175.0,885.0,2118.0,778.0,4.2083,240300.0,<1H OCEAN,4
3920,36.0,1544.0,308.0,891.0,286.0,4.175,190900.0,<1H OCEAN,4
3921,35.0,2273.0,430.5586083721107,1431.0,403.0,4.0789,196700.0,<1H OCEAN,4
3922,35.0,782.0,144.0,425.0,140.0,5.4548,201400.0,<1H OCEAN,4
3923,34.0,1237.0,242.0,671.0,221.0,3.9615,183600.0,<1H OCEAN,4
3924,34.0,2579.0,561.0,1237.0,517.0,4.433,235100.0,<1H OCEAN,4
3925,36.0,1366.0,224.0,719.0,270.0,4.8264,251000.0,<1H OCEAN,4
3926,22.0,3380.0,790.0,2199.0,737.0,2.5739,239200.0,<1H OCEAN,4
3927,25.0,1938.0,457.0,1280.0,425.0,3.9632,240300.0,<1H OCEAN,4
3928,36.0,978.0,170.0,475.0,192.0,4.675,222500.0,<1H OCEAN,4
3929,31.0,1856.0,370.0,990.0,360.0,4.3654,223800.0,<1H OCEAN,4
3930,24.0,2642.0,696.0,1649.0,633.0,3.0187,217700.0,<1H OCEAN,4
3931,26.0,2335.0,669.0,1986.0,645.0,2.9974,178800.0,<1H OCEAN,4
3932,18.0,847.0,185.0,733.0,178.0,5.2149,201900.0,<1H OCEAN,4
3933,37.0,1389.0,252.0,826.0,249.0,5.015,220900.0,<1H OCEAN,4
3934,27.0,2795.0,606.0,1702.0,586.0,3.7798,258400.0,<1H OCEAN,4
3935,23.0,4891.0,793.0,2447.0,765.0,5.8798,270500.0,<1H OCEAN,4
3936,17.0,3262.0,753.0,1879.0,708.0,4.1359,255200.0,<1H OCEAN,4
3937,13.0,6227.0,1317.0,3739.0,1226.0,4.0313,299300.0,<1H OCEAN,4
3938,35.0,2560.0,441.0,1428.0,468.0,5.6345,228200.0,<1H OCEAN,4
3939,27.0,2209.0,353.0,1034.0,344.0,4.7125,250900.0,<1H OCEAN,4
3940,34.0,1943.0,320.0,895.0,305.0,5.0462,227700.0,<1H OCEAN,4
3941,34.0,2389.0,521.0,1560.0,514.0,4.8333,225400.0,<1H OCEAN,4
3942,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,227500.0,<1H OCEAN,4
3943,34.0,3494.0,557.0,1861.0,576.0,5.6407,251500.0,<1H OCEAN,4
3944,33.0,1636.0,275.0,866.0,289.0,5.6356,241300.0,<1H OCEAN,4
3945,26.0,3234.0,517.0,1597.0,513.0,6.1074,258600.0,<1H OCEAN,4
3946,34.0,2633.0,471.0,1313.0,428.0,4.0909,232900.0,<1H OCEAN,4
3947,41.0,1058.0,228.0,778.0,245.0,3.3534,180500.0,<1H OCEAN,4
3948,16.0,1718.0,467.0,896.0,475.0,3.6296,160900.0,<1H OCEAN,4
3949,33.0,2609.0,431.0,1208.0,406.0,5.4527,227100.0,<1H OCEAN,4
3950,23.0,3098.0,542.0,1486.0,492.0,5.7613,235800.0,<1H OCEAN,4
3951,31.0,3952.0,647.0,1762.0,588.0,5.5709,244800.0,<1H OCEAN,4
3952,16.0,4312.0,574.0,1902.0,574.0,8.4438,390000.0,<1H OCEAN,4
3953,5.0,5429.0,665.0,2315.0,687.0,9.6465,500001.0,<1H OCEAN,4
3954,23.0,7480.0,1084.0,3037.0,1058.0,6.9223,338400.0,<1H OCEAN,4
3955,32.0,3233.0,553.0,1678.0,545.0,5.0025,234900.0,<1H OCEAN,4
3956,19.0,7411.0,1045.0,2814.0,950.0,6.7785,336100.0,<1H OCEAN,4
3957,17.0,2737.0,868.0,2924.0,785.0,2.5797,183500.0,<1H OCEAN,4
3958,21.0,1789.0,645.350574738492,2300.0,677.0,2.754,179800.0,<1H OCEAN,4
3959,10.0,2869.0,941.0,2162.0,829.0,3.2297,150000.0,<1H OCEAN,4
3960,19.0,2581.0,857.0,2004.0,784.0,2.6159,182300.0,<1H OCEAN,4
3961,35.0,1770.0,362.0,1083.0,355.0,5.0483,221000.0,<1H OCEAN,4
3962,36.0,878.0,167.0,499.0,179.0,4.1181,190400.0,<1H OCEAN,4
3963,18.0,7157.0,1869.0,4642.0,1699.0,3.1818,208000.0,<1H OCEAN,4
3964,21.0,2979.0,744.0,1824.0,692.0,3.5,223700.0,<1H OCEAN,4
3965,36.0,2600.0,441.0,1246.0,426.0,4.1111,215600.0,<1H OCEAN,4
3966,36.0,2559.0,469.0,1358.0,445.0,4.5568,201500.0,<1H OCEAN,4
3967,33.0,1759.0,311.0,943.0,315.0,5.223,209200.0,<1H OCEAN,4
3968,35.0,1558.0,267.0,793.0,249.0,5.1463,220200.0,<1H OCEAN,4
3969,35.0,1323.0,228.0,756.0,216.0,4.233,221300.0,<1H OCEAN,4
3970,34.0,2185.0,372.0,986.0,347.0,4.8125,266700.0,<1H OCEAN,4
3971,35.0,2329.0,399.0,966.0,336.0,3.8839,224900.0,<1H OCEAN,4
3972,27.0,4286.0,1071.0,2863.0,1033.0,3.3125,222800.0,<1H OCEAN,4
3973,15.0,3061.0,1079.0,2173.0,1078.0,2.85,187500.0,<1H OCEAN,4
3974,28.0,908.0,142.0,368.0,143.0,5.6159,340500.0,<1H OCEAN,4
3975,29.0,2421.0,402.0,1120.0,388.0,5.0309,244800.0,<1H OCEAN,4
3976,25.0,3124.0,468.0,1241.0,439.0,6.4044,333100.0,<1H OCEAN,4
3977,35.0,1934.0,307.0,905.0,315.0,5.5101,267400.0,<1H OCEAN,4
3978,29.0,1673.0,284.0,794.0,270.0,5.5191,245800.0,<1H OCEAN,4
3979,28.0,3824.0,749.0,1790.0,701.0,4.1154,246400.0,<1H OCEAN,4
3980,34.0,703.0,127.0,369.0,127.0,4.3125,210100.0,<1H OCEAN,4
3981,16.0,14912.0,4183.0,5105.0,3302.0,2.8312,213900.0,<1H OCEAN,4
3982,32.0,3568.0,591.0,1741.0,563.0,5.1529,259600.0,<1H OCEAN,4
3983,32.0,1646.0,242.0,697.0,233.0,6.6689,433000.0,<1H OCEAN,4
3984,30.0,2399.0,373.0,1062.0,377.0,6.0094,245600.0,<1H OCEAN,4
3985,33.0,3017.0,494.0,1423.0,470.0,5.6163,248400.0,<1H OCEAN,4
3986,33.0,3808.0,623.0,1784.0,615.0,5.1641,263400.0,<1H OCEAN,4
3987,28.0,3274.0,571.0,1424.0,521.0,4.4167,247300.0,<1H OCEAN,4
3988,27.0,1793.0,339.0,1016.0,326.0,4.925,240300.0,<1H OCEAN,4
3989,27.0,2772.0,511.0,1346.0,497.0,5.2016,243000.0,<1H OCEAN,4
3990,23.0,7544.0,1031.0,3221.0,1043.0,7.642,374900.0,<1H OCEAN,4
3991,33.0,4769.0,787.0,2019.0,743.0,5.5798,338200.0,<1H OCEAN,4
3992,26.0,6767.0,903.0,2574.0,883.0,7.7846,409000.0,<1H OCEAN,4
3993,36.0,2981.0,441.0,1243.0,413.0,6.5304,439800.0,<1H OCEAN,4
3994,35.0,2072.0,318.0,908.0,342.0,6.0928,327300.0,<1H OCEAN,4
3995,29.0,3393.0,574.0,1471.0,587.0,6.2064,334900.0,<1H OCEAN,4
3996,7.0,11853.0,2691.0,4404.0,2447.0,4.2009,271300.0,<1H OCEAN,4
3997,19.0,5944.0,1345.0,2372.0,1250.0,3.8819,328900.0,<1H OCEAN,4
3998,32.0,1491.0,355.0,756.0,296.0,3.0404,262800.0,<1H OCEAN,4
3999,34.0,3268.0,538.0,1463.0,519.0,6.8482,308300.0,<1H OCEAN,4
4000,33.0,5252.0,760.0,2041.0,730.0,6.7977,389700.0,<1H OCEAN,4
4001,26.0,4607.0,656.0,1769.0,643.0,7.4918,367600.0,<1H OCEAN,4
4002,25.0,6612.0,857.0,2519.0,843.0,8.3912,419000.0,<1H OCEAN,4
4003,31.0,1689.0,362.0,705.0,360.0,4.0,278500.0,<1H OCEAN,4
4004,32.0,4491.0,815.0,1696.0,749.0,4.9102,319100.0,<1H OCEAN,4
4005,29.0,4364.0,647.0,1550.0,624.0,6.8107,367400.0,<1H OCEAN,4
4006,33.0,2896.0,455.0,1116.0,411.0,6.0192,347700.0,<1H OCEAN,4
4007,30.0,3346.0,487.0,1296.0,495.0,7.457,392700.0,<1H OCEAN,4
4008,26.0,5661.0,791.0,2493.0,780.0,7.9814,409900.0,<1H OCEAN,4
4009,31.0,1950.0,383.0,870.0,357.0,3.1875,500001.0,<1H OCEAN,4
4010,18.0,6476.0,1082.0,2413.0,958.0,5.6327,500001.0,<1H OCEAN,4
4011,36.0,1887.0,359.0,761.0,329.0,5.4847,296000.0,<1H OCEAN,4
4012,37.0,3441.0,584.0,1283.0,544.0,4.1656,313100.0,<1H OCEAN,4
4013,32.0,3999.0,667.0,1628.0,631.0,6.0794,338500.0,<1H OCEAN,4
4014,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,<1H OCEAN,4
